movie_id,genre_id
25954475,16
25921812,2
25921812,6
1291568,2
1291568,17
1397546,1
1397546,13
1397546,23
5964718,2
5964718,17
1300117,2
1300117,12
1300117,23
5908478,2
5908478,3
1297518,6
1297518,24
1291824,5
1291824,10
1291824,11
27191492,22
27191492,17
1309055,9
1309055,15
1292233,1
1292233,2
1292233,12
27615441,2
27615441,1
27615441,13
1294638,2
1294638,12
1304141,5
1304141,12
1422895,22
1422895,16
26754627,21
26754627,8
26754627,15
26694926,8
3078409,2
3078409,16
3078409,10
10456937,23
30345743,6
30345743,12
30345743,15
34430141,10
34430141,8
30483011,3
30483011,12
33441781,5
33441781,23
30478334,5
30478334,26
30309158,3
26933210,5
26933210,12
26933210,15
33399978,2
33399978,6
6424756,2
6424756,5
6424756,12
33456586,2
33456586,3
33456586,14
3099221,5
3099221,12
3099221,23
33406469,5
33406469,23
33406097,6
33406097,4
33408069,12
33415845,4
20451138,2
20451138,5
20451138,13
4038178,5
4038178,12
33433365,2
33433365,6
32526138,3
26962981,6
26962981,8
26962981,19
32578681,5
32578681,9
33446786,3
26362789,5
26362789,12
26362789,15
33447883,6
33447883,3
33447883,9
2131664,5
2131664,12
2131664,9
32579501,5
32579501,1
30424308,2
30424308,3
30424308,12
2042941,26
27094792,6
27094792,5
27094792,15
30465307,5
30465307,1
30433455,5
30433455,23
30433455,15
30419720,2
30419720,18
26907479,5
30459571,5
30459571,12
26657516,8
30209725,5
30209725,23
26741632,5
26741632,12
26741632,13
30450313,2
30450313,1
30450313,23
30394797,5
30394797,9
30394797,15
26681550,8
30456637,5
27056396,6
27056396,8
27056396,17
25834936,6
25834936,5
25834936,8
34659906,2
34659906,26
34456104,12
34456104,8
34467461,2
34467461,16
26745332,2
26745332,10
26745332,1
3010390,14
34470709,6
34470709,3
3323941,8
33422436,8
33425932,8
33425932,4
33425939,3
33422501,2
33422501,6
33422501,19
26771668,2
26771668,6
26771668,12
26433395,5
26433395,12
26433395,23
26820621,2
26820621,3
26820621,1
26981368,6
26981368,8
26981368,9
4001700,6
4001700,5
4001700,12
26771667,2
30433583,2
30433583,6
30433583,9
33427430,2
33427430,13
30433388,2
30433388,8
30433388,18
27039048,6
27039048,5
27039048,8
33424111,26
26337873,3
33425808,2
2263061,2
2263061,1
30314127,2
30314127,5
26822889,23
26822889,26
25936914,13
25936914,9
25936914,15
26745341,12
26745341,15
26744598,5
26744598,15
30396443,5
30396443,15
30154535,23
26354675,2
30466323,12
3269127,2
3269127,6
3269127,5
27205125,2
27205125,5
26996619,2
26996619,13
26996619,15
30389627,23
30389627,26
26776334,2
26776334,3
33413733,23
33413733,26
25908267,8
25908036,12
26986272,23
26986272,26
25907124,2
25907124,8
25907124,9
33415861,8
27083750,12
33416891,23
27594254,3
3011370,5
3011370,9
26818326,8
33417088,6
33417088,5
33417088,17
27594255,2
26743525,2
26743525,1
26743525,23
30373716,12
30373716,8
2266668,12
26817136,6
26817136,8
26817136,15
30157622,2
30157622,1
26383112,2
26383112,6
26383112,5
26984285,5
26984285,12
26984285,15
30443686,2
30443686,4
30391109,5
30391109,12
2988974,13
2988974,23
2988974,28
26979204,2
26979204,3
27046287,5
3243582,6
3243582,5
30408043,2
30408043,12
30411656,6
30411656,5
30411656,12
26087739,5
26087739,8
26087739,9
30407178,2
30407178,1
30306570,6
30428359,12
30307194,26
3878006,5
3878006,12
3878006,15
30425219,5
30425219,1
30425219,13
30401849,6
30401849,8
30401849,9
10732056,3
27044419,6
27044419,3
33434965,2
5349413,2
5349413,5
5349413,18
3008663,15
3008663,26
3008663,12
27619748,6
27619748,13
26588792,26
25812001,5
25812001,9
25812001,15
4915856,3
4915856,9
4915856,15
33437044,6
33437044,5
6878129,26
33437041,5
33437041,1
33437041,13
27663812,5
27663812,12
27663812,9
25792685,5
25792685,12
6878149,2
6878149,5
6878149,1
30425444,2
30425444,6
30414748,2
33458622,5
30419041,8
30419041,15
30419041,17
33457717,6
33457717,3
26673282,8
26673282,9
26967858,5
26967858,25
26967858,24
6008284,2
30305568,2
26345406,12
26345406,7
33436743,12
33436743,23
33436743,26
33436805,26
27662541,2
27662541,13
25885824,5
25885824,12
25885824,9
27073752,5
27073752,9
27073752,15
26747919,5
26747919,9
26747919,15
2996693,2
2996693,8
2996693,15
3010389,8
3010389,9
33428393,2
33428393,13
25953643,2
25953643,1
25953643,13
30175220,2
33428617,2
33427646,8
26685157,6
26685157,3
27077479,13
27077479,23
27077479,26
30432331,2
33427475,5
33427475,13
33427475,24
33434967,2
33434967,6
33428619,2
30312180,2
30312180,7
30405970,8
30405970,15
30405970,17
33432158,26
1947656,6
1947656,3
6875594,1
6875594,23
27067979,2
27067979,14
26826323,2
26826323,3
27066152,2
30425275,5
26430054,13
26430054,23
26430054,26
4132364,6
4132364,8
27043921,23
27043921,26
3822687,5
3822687,15
27042553,8
27042553,9
30395081,2
30395081,3
30403683,2
30403683,4
3822676,5
3822676,1
3822676,23
30403681,2
30403681,12
26680666,2
27601044,2
27601044,9
27601044,19
26357307,2
26357307,15
30489782,2
30489782,6
27088813,5
27088813,13
27088813,23
2364001,15
2364001,26
30373082,1
30318174,3
30487738,6
30487738,8
30487738,17
30488003,2
30488003,4
30344758,5
30344758,27
30488714,2
25828589,5
25828589,12
25828589,15
26782642,23
30264004,2
30264004,5
30348666,2
30348666,3
30348666,19
30347093,6
30347093,5
30347093,13
30321309,12
30321309,23
30465830,6
30465830,3
30465830,13
30372307,2
30372307,23
30372307,26
7007225,5
7007225,1
7007225,13
26791681,5
26791681,9
26791681,15
27146766,5
30486588,2
30486588,17
26279679,8
30489719,2
30489719,3
30489719,18
30349248,2
30349248,5
32579297,3
30243396,13
30243396,23
30243396,26
30378779,2
26707485,12
26707484,12
25868125,6
25868125,5
25868125,8
33218229,2
26708475,12
30459680,6
30459680,3
30459680,19
30337003,2
26795304,6
26795304,3
30252459,2
27108750,5
27108750,10
27162505,5
27162505,1
26796764,5
26796764,9
30458999,8
32493124,2
32493124,13
26709220,2
32576076,1
30482645,8
30482645,15
25845392,2
25845392,10
25845392,11
11594973,2
11594973,5
11594973,15
26984392,5
30359463,2
30359442,2
30359442,1
30359442,23
30359431,6
30359431,8
30366445,16
30366445,5
30366445,1
27126375,2
27126375,1
26789812,5
26789812,13
26789812,25
30465538,2
30465538,6
30360277,8
27125309,2
30360286,2
30299515,5
30299515,23
3546539,5
3546539,1
3546539,13
30465916,3
30362825,2
30362825,1
30362825,23
20276229,5
20276229,23
20276229,15
30465790,26
30366385,5
30366385,23
30465793,26
26720399,2
26720399,16
30485870,3
26790056,6
26790056,5
26790056,3
27008573,12
30368448,12
3026741,3
30133744,2
30133744,16
30133744,14
25832730,2
25832730,8
30369602,2
30369602,5
30369602,23
30482592,3
26782705,2
33384699,5
27019572,12
30355901,2
3279094,2
3279094,3
3279094,14
26426923,2
26426923,13
27131211,2
27131211,3
27131211,25
27131221,2
27131221,6
27131221,3
27115004,6
27115004,8
27115004,9
30481985,9
2373480,12
30481991,6
30481991,12
30367866,26
30354162,2
30354162,12
30354162,9
11599093,6
11599093,5
11599093,1
30334977,2
30334968,2
30334968,5
30334968,9
26579392,6
26579392,3
33982343,2
33982343,13
27192660,5
27192660,8
26807677,8
26807677,9
26995819,2
26995819,6
26995819,5
26779681,2
26779681,5
26779681,1
30323120,2
3829465,26
30323687,23
30323687,26
26928336,2
30383181,26
26998133,2
26998133,16
30383582,23
30383582,26
30447648,5
30447648,1
30447648,23
33218380,3
33218380,9
33218380,24
30359960,23
25728006,5
25728006,1
30355043,1
30355043,23
30446493,2
30446493,3
30444960,2
30444960,5
30444960,23
27031463,8
26990214,5
26990214,9
26990214,23
27200839,5
27200839,12
27200839,15
26989740,2
26905569,13
26905569,23
26905569,26
3012034,6
3012034,12
3012034,14
26581175,2
26581175,1
33407124,5
26779370,2
26808542,5
26808542,12
30386253,6
30386253,1
30447440,2
30447440,23
30447440,26
27030016,5
27030016,12
27030016,23
30177283,5
27199851,2
27199851,5
27199851,1
33407575,6
33407575,3
30318665,3
26803475,3
30324304,6
2051764,5
2051764,12
2051764,15
27102476,2
27102476,3
30457989,5
30457989,13
30330057,2
30330057,5
30330057,9
26733707,12
34858549,5
33383518,6
33395862,2
33395862,13
33395862,23
3284395,2
3284395,10
33371843,12
33371843,7
30240112,12
30240112,23
5937972,13
5937972,26
26957900,6
26957900,5
26957900,12
3035752,5
33371681,3
25873396,5
25873396,12
25873396,15
33371654,2
33371654,10
33371654,3
25870731,5
25870731,13
25870731,15
30238436,2
30327842,2
25881612,8
30457155,6
30327541,6
30220880,12
30220880,23
33392524,5
33392524,9
33392524,15
26985839,8
26985839,9
26985839,15
25886470,26
27099095,2
27099095,8
26700731,6
26700731,12
26700631,2
26700631,6
26700631,18
30453095,8
30327691,2
30327691,17
33385812,2
25881778,3
30456563,23
25766530,2
25766530,17
30223616,6
30223616,3
6893932,5
27094789,5
27094789,15
26892539,2
30165311,8
30284119,6
30284119,3
30284119,19
33591810,1
33591810,23
26909786,2
26909786,3
30257386,26
23044161,6
23044161,8
23044161,17
30223888,2
30223888,5
30223888,12
25857975,5
25857975,9
25857975,25
30163500,5
30163500,23
6538867,6
6538867,3
6424723,2
6424723,8
26421919,6
34603816,2
34603816,3
27195078,5
30165027,2
30165027,1
33713163,26
33716964,5
33716964,11
30167974,2
30167974,5
30171426,5
30171426,12
26637866,12
30171424,5
30171424,1
34463483,3
33962473,23
33962473,26
10536603,23
10536603,26
30218533,5
30218533,23
26878750,3
26878750,9
30219798,5
26910795,2
30220620,2
30170548,5
10539115,2
10539115,5
10539115,1
26880234,5
26880234,12
2363917,9
2363917,15
2363917,26
24843401,5
24843401,12
24843401,23
34454769,2
34454769,3
34658946,2
34658946,5
34658946,1
26257336,5
26257336,12
30289869,5
30289869,1
30290069,2
30290058,5
30290058,12
30290058,15
4014397,6
4014397,5
4014397,1
26656786,2
26849860,6
26849860,3
26660900,2
26660900,3
34454771,2
30289828,2
30289828,1
3012037,6
3012037,26
25707511,5
25707511,12
25707511,1
33475056,2
34461705,2
34461705,16
26422790,2
26392289,21
26392289,8
2364086,12
2364086,23
2364086,26
27042557,5
3097448,12
26790924,3
26790924,12
30255086,2
30255086,5
30255086,1
30289128,2
30289128,3
30289148,2
30289148,3
30289148,13
26794224,23
30217652,8
30217652,15
26920285,5
26920285,9
34453655,21
34453655,5
34439527,3
34439527,24
27594256,2
27594256,3
30271841,2
30271841,15
27594253,12
30271236,2
30271236,3
34670299,2
34670299,13
34670299,17
34444393,6
34444393,5
2024965,8
2024965,15
2024965,17
30216731,2
30216731,13
30216731,14
34454000,26
34438550,2
34438550,3
34438550,9
26928352,2
26874608,3
26874608,9
26649681,8
26649681,9
26873824,2
26873824,5
26873824,3
26642033,6
26642033,8
30206954,6
30206954,9
30206954,17
30206909,2
30206734,12
26419635,2
26419635,23
26419635,26
26630167,2
26630167,4
30203525,2
26280519,12
30200087,5
30200087,7
26417859,12
30263769,5
27205117,2
27205117,1
27205117,13
24861355,5
24861355,9
24861355,15
34452918,2
2121749,5
2121749,26
10485646,23
26648248,12
30268921,2
30268921,5
30268921,9
30276037,8
26876256,12
30175219,2
30212954,23
34429221,5
34429221,1
30279170,16
30279170,19
26640100,6
26640100,3
30176422,2
10534789,5
10534789,15
27162630,6
27162630,8
30213339,6
30213339,8
30213339,15
34327307,5
34327307,12
34327307,13
26290372,2
34281687,3
26774448,12
26931183,2
26931183,3
30174091,3
33974174,2
33974174,4
10428501,2
10428501,12
10428501,8
24875519,3
24875519,12
34434000,2
34434000,12
30180126,2
30180126,1
30180126,13
30258631,2
30258631,1
30258631,13
34626280,23
34626280,26
30180772,2
24751771,5
30179653,2
30179560,2
30179560,8
26641087,12
34454772,2
34458727,6
34458727,8
34458727,15
30210703,6
30210703,3
34456019,2
34456019,23
34456019,24
34456018,2
34456018,12
34456018,24
26389470,3
34779516,2
34779516,10
34429100,8
26615748,3
26615748,12
26615748,23
30143331,6
30143331,5
30143331,1
34779756,16
34779756,10
34779756,24
30142414,2
30142414,1
10573699,5
10573699,9
30141681,8
30141681,15
30141681,17
33454993,5
33454993,8
33454993,13
33454816,5
34777818,8
34777818,9
2058729,13
2058729,23
2058729,26
26684264,16
33440170,5
33440170,23
26184561,16
26184561,18
33441834,2
33441834,14
26817124,5
26817124,12
26838646,8
26838646,9
26838646,15
33441928,5
33441928,25
33441928,24
6957217,2
6957217,5
6957217,12
33973077,21
33973077,6
33973077,12
26838236,6
26838236,5
26838236,12
30301467,26
33441983,6
10574490,6
10574490,3
3076035,26
27614369,5
27614369,12
27614369,23
30128916,2
30128916,18
33445277,2
33445277,3
24298954,6
24298954,8
24298954,15
27184991,26
33446325,6
33446325,5
33446325,15
27173227,5
27173227,25
27173227,24
26389150,26
30299311,2
30299311,6
30299311,3
34768418,5
34768418,9
34768418,15
33447340,2
34434003,2
34434003,1
34434003,13
3236460,2
3236460,16
3236460,5
26378765,2
26378765,5
33446375,2
33446375,7
26665255,3
30140233,2
30140233,17
26630516,2
26147395,5
26147395,12
4768030,6
4768030,5
33450426,26
26664834,2
26664834,6
26664834,3
26125801,8
3075380,5
3075380,9
3075380,23
26629021,13
26629021,23
26662331,9
26425065,5
26425065,25
30148235,2
30148235,6
30148235,3
30302346,5
30232721,2
26331916,5
26331916,9
30244166,26
34804147,8
26596876,5
26596876,12
26596876,15
26844868,26
34447517,2
34447517,3
33457597,13
33457597,23
33477084,5
33477084,1
3010409,2
3010409,5
3010409,11
20491491,2
26670054,5
26670054,12
26661101,5
26661101,11
26661101,23
26952288,2
26952288,10
26952288,24
30210132,2
30210132,5
30210132,8
30376165,26
30405073,6
30376977,2
30409987,3
30409987,23
30409987,26
30307197,12
30307197,26
30410127,5
30410127,25
30410127,24
27200842,2
27109171,2
27109171,13
27109171,23
30365915,2
30365915,6
30258794,2
30411558,6
30405087,3
30405087,20
27063867,6
27063867,3
30304469,6
30304469,8
30365411,3
27107758,2
27107766,2
30410654,2
30414283,2
30414283,21
30414283,9
30210700,2
30210700,23
30210700,7
25826020,2
25826020,12
27102578,2
27102578,3
30363749,2
30363749,3
30363749,23
30201242,26
30201236,23
30201236,26
30379145,23
30211735,2
30211735,6
30211735,5
30240106,26
30377108,21
30377108,6
30377108,8
27121269,2
27121269,6
27121269,3
30211753,12
30211753,13
30378898,3
30362186,2
30362186,3
30378891,23
30378891,26
30409865,2
30409865,6
30211551,2
30211551,5
30211551,1
30240110,5
30240110,13
30240110,23
30325054,8
30325054,15
27174271,6
27174271,9
27174271,17
27105026,2
30258072,6
30258072,8
30325837,2
30325837,1
30325837,23
30411572,8
30377785,2
30377785,21
26757989,5
26757989,25
26757989,24
30377755,3
30364902,2
30364902,6
30364902,3
30378158,2
30378158,13
30263813,26
30403230,2
30403230,24
30209026,2
30209026,9
30366149,26
30367771,2
30367771,5
30368050,26
30206282,3
30246061,2
30368056,2
30368056,23
30368056,26
30334970,2
30262218,2
30262218,6
30262218,23
30413052,2
30413052,3
30413052,15
30204142,6
30204142,5
30204142,1
30412330,5
30366437,5
30366437,12
30366437,26
30412332,13
30261982,3
30261982,13
30261982,23
27200012,5
27200012,12
27200012,23
30311135,26
30309357,6
30309357,5
30309357,8
30367746,5
30367746,25
30367746,24
30242167,2
30306588,2
30306588,16
30242604,2
30242604,3
30204413,2
26628382,6
26628382,12
26628382,8
27115487,2
27115487,4
30204527,23
30242071,6
30242071,3
30367459,2
30242684,5
30242684,23
30306100,6
30262264,26
30412513,5
30367643,5
30367643,12
30367643,23
30366623,26
30308424,5
30366619,23
30366619,26
30367682,2
30367682,6
30367749,6
30241301,26
27102546,2
30373723,5
30373723,1
30371819,2
27118093,12
27118093,26
27110314,2
27110314,1
27110314,13
30317627,9
30317627,26
30372241,2
30372241,13
30372241,26
27062059,6
27062059,8
30207796,2
30207796,3
30241102,6
30241102,13
30207994,6
30207994,8
30209018,2
30259221,6
30259221,3
30372444,2
30372444,3
30414275,5
30411559,2
30411559,6
30258816,23
27109279,3
30373670,2
30373670,3
30373670,13
30209086,2
30209086,1
30373714,2
30373714,3
30373714,24
30371824,2
30371818,2
30371818,6
30371818,3
30412318,2
30317618,26
27113534,5
27113534,18
30370157,5
30370157,1
30246412,23
30246412,26
30412174,2
30411565,26
27061561,2
27061561,10
30370204,2
30370204,5
30370204,11
26642152,2
26642152,11
26642152,13
30413204,2
30413204,3
30371524,2
30371524,3
30413544,6
30413544,26
30243281,2
30243281,3
30414277,4
26617264,6
26617264,5
30411704,2
30414344,6
26756220,2
26756220,13
30371781,13
30371781,25
30371781,24
26311974,3
30379825,5
30379825,25
30379825,24
30391300,2
30391300,14
30256046,5
30256046,13
30256046,9
30256006,14
30227467,2
30227467,1
30391241,12
30391241,13
30391297,5
30391297,13
30391297,23
30361201,2
27087784,2
27087784,1
30391323,2
30391323,1
27087884,2
27087884,6
27087884,5
27168753,6
27168753,3
27072822,23
30391741,2
30391741,3
30164712,2
30164712,14
30392851,26
27073066,5
30402059,6
27085589,2
27085589,8
30393792,5
30393792,1
30393838,3
27073057,6
30402063,12
30402063,13
30402063,23
30393875,2
30393875,5
30393875,25
30227830,6
30227830,23
30226762,26
30391208,2
30391208,3
30226082,3
30226082,29
30402296,3
30402296,8
30402296,9
30357885,5
30357885,15
30357885,7
30390355,2
30390355,10
30390355,3
30257175,2
30257175,10
30257175,4
30403239,12
26752564,2
30234890,5
30234890,17
30391304,12
30391304,26
30359005,1
30359005,13
30402387,26
30390144,2
30390144,17
30391352,3
26752087,2
30402208,6
30402208,5
30402208,3
30390698,2
30225782,2
30225782,10
30390744,6
30390744,26
30390753,2
30225296,2
30225296,3
30402138,5
30402175,2
27124444,2
30390696,6
30402055,6
30380049,13
30380049,9
30234158,26
27080656,2
27080656,5
27080656,12
27074316,2
27074316,6
27074316,17
30396314,2
30396314,6
27073835,3
27073835,9
30374096,23
30253279,26
30230592,5
30230592,23
27079210,2
27191270,2
27191270,13
27191270,26
30231991,3
30397096,6
30397096,3
30397096,4
30399891,3
27077758,23
27077758,26
30379828,3
30379828,9
30399743,2
30252961,5
30252961,1
26746801,5
26746801,1
26746801,13
30232256,2
26708989,6
26708989,5
26708989,3
34808516,6
34808516,5
34808516,24
30400727,3
26676033,3
30396302,2
30396302,1
30396302,13
30394807,21
30394807,6
30394807,8
30227842,2
30227842,5
30227842,3
30234197,6
30401321,1
30401321,13
30401321,9
30394491,23
30401194,8
30401237,2
30401237,3
30401237,12
30253641,5
30253641,11
30254294,5
30254294,23
30254296,2
30254296,1
30254296,23
30234159,26
30394824,2
30394824,6
30394824,5
30395307,3
30395307,9
30395307,24
30395495,5
30395495,13
30395423,26
30396239,8
30396239,15
30400672,2
30400672,3
27072651,12
27090753,1
27090753,13
30216460,8
30216460,15
30217645,2
30217645,6
30217645,5
30345479,8
30217826,6
30382834,26
30382857,2
30383589,6
30383589,12
27065898,6
27065898,5
27065898,9
26314823,5
26314823,12
26314823,15
30251406,13
30251406,23
30251406,26
30218196,2
30218196,1
30218196,23
26613449,5
26613449,12
26613449,15
30384007,5
30384007,26
30383736,5
30383736,12
27067910,2
27067910,30
30407288,2
30407288,3
30407288,12
30346025,2
30346025,23
30384350,2
27186368,2
27186368,3
30336228,2
30336228,6
30215029,2
30215029,3
30215029,9
30380316,26
30212177,2
30212177,4
30246884,5
30380328,26
30257612,26
30239821,2
30239821,13
3557202,5
3557202,15
3557202,2
30409711,14
30238442,2
30381492,1
30208010,8
30208010,13
30336304,8
30331424,6
30331424,3
30382432,2
30238422,6
30238422,5
26533643,26
30382429,2
30334080,2
30214145,5
26718797,2
26718797,5
26718797,3
26737490,2
26737490,3
30386904,2
30234888,23
30234888,26
27092550,13
27092550,23
27092550,26
26738641,2
30221757,2
30221757,7
26752997,6
26752997,1
30404246,2
30234891,2
30234891,20
30222909,26
30223505,2
30394729,13
30394729,24
27069838,2
30403338,2
30403338,6
30403338,3
30388369,6
30388369,3
27091548,2
27091548,6
30223506,2
30403275,6
30257331,2
30257331,6
27072219,8
30221628,12
30221628,26
30384736,12
30384736,23
30384736,26
30220679,23
30347874,2
30347874,5
30385359,8
27068242,2
30385354,13
30385354,9
30220011,2
30220011,1
30407554,6
30407554,3
30236564,6
30236564,5
30236564,15
30385361,2
30407925,26
27198764,6
30386876,6
30394018,2
30394018,15
27197468,26
30388381,2
30388381,3
30386357,23
30386357,26
30404864,2
30404864,6
30404864,5
27069674,9
27069674,26
26661193,3
26661193,9
30235440,2
30235440,6
30221612,26
30386678,2
30386678,12
30386678,13
30290776,3
30290776,9
30317771,6
30317771,3
30317771,9
27204958,2
30160584,2
30160584,6
